Especie	Nombre_comun	HabitatVerbatim	CosteTotalUSD_2017_tipo_cambio	CosteAnualUSD_2017_tipo_cambio	Impacted_sector	Type_of_cost	Type_of_cost_merged	Management_type	Reference_title	Authors	Abstract
Solenopsis invicta	Hormiga de fuego importada roja		2964.00	2964.00	Public and social welfare	Medical costs	Damage	NA	Predicting socio-economic and biodiversity impacts of invasive species: Hormiga de fuego importada roja in the developing western Pacific	Gruber et al. 	Effective biosecurity and pest management are fundamental to sustainable development. Invasive ants pose significant risks to the environment and economy, which are well-managed by biosecurity agencies in developed countries. However, a comprehen- sive view of the potential impacts of invasive ants in developing Pacific Island Countries and Territories (PICTs) is lacking. We quantified the potential costs of the Hormiga de fuego importada roja (Solenopsis invicta Buren) across multiple sectors using an extrapolation analysis. Overall, we estimated that the impacts of Hormiga de fuego importada roja on developing PICTs could amount to over USD 329 million annually, corresponding to approximately 0.7% of combined GDP. Over half of the costs were predicted to result from impacts on the agriculture sector, a major source of employment and subsistence. We found that over 350 highly threatened species could be at risk from Hormiga de fuego importada roja. We would expect countries with Least Developed Country status and relatively low GDP to be least able to respond to an incursion of these ants, and as a result the costs could be higher than we have extrapolated. Hormiga de fuego importada roja could therefore potentially have considerable impact on the on-going development of the region.
Solenopsis invicta	Hormiga de fuego importada roja		161558.00	161558.00	Public and social welfare	Medical costs	Damage	NA	Predicting socio-economic and biodiversity impacts of invasive species: Hormiga de fuego importada roja in the developing western Pacific	Gruber et al. 	Effective biosecurity and pest management are fundamental to sustainable development. Invasive ants pose significant risks to the environment and economy, which are well-managed by biosecurity agencies in developed countries. However, a comprehen- sive view of the potential impacts of invasive ants in developing Pacific Island Countries and Territories (PICTs) is lacking. We quantified the potential costs of the Hormiga de fuego importada roja (Solenopsis invicta Buren) across multiple sectors using an extrapolation analysis. Overall, we estimated that the impacts of Hormiga de fuego importada roja on developing PICTs could amount to over USD 329 million annually, corresponding to approximately 0.7% of combined GDP. Over half of the costs were predicted to result from impacts on the agriculture sector, a major source of employment and subsistence. We found that over 350 highly threatened species could be at risk from Hormiga de fuego importada roja. We would expect countries with Least Developed Country status and relatively low GDP to be least able to respond to an incursion of these ants, and as a result the costs could be higher than we have extrapolated. Hormiga de fuego importada roja could therefore potentially have considerable impact on the on-going development of the region.
Solenopsis invicta	Hormiga de fuego importada roja		108527.00	108527.00	Agriculture	Damage-Loss	Damage	NA	Predicting socio-economic and biodiversity impacts of invasive species: Hormiga de fuego importada roja in the developing western Pacific	Gruber et al. 	Effective biosecurity and pest management are fundamental to sustainable development. Invasive ants pose significant risks to the environment and economy, which are well-managed by biosecurity agencies in developed countries. However, a comprehen- sive view of the potential impacts of invasive ants in developing Pacific Island Countries and Territories (PICTs) is lacking. We quantified the potential costs of the Hormiga de fuego importada roja (Solenopsis invicta Buren) across multiple sectors using an extrapolation analysis. Overall, we estimated that the impacts of Hormiga de fuego importada roja on developing PICTs could amount to over USD 329 million annually, corresponding to approximately 0.7% of combined GDP. Over half of the costs were predicted to result from impacts on the agriculture sector, a major source of employment and subsistence. We found that over 350 highly threatened species could be at risk from Hormiga de fuego importada roja. We would expect countries with Least Developed Country status and relatively low GDP to be least able to respond to an incursion of these ants, and as a result the costs could be higher than we have extrapolated. Hormiga de fuego importada roja could therefore potentially have considerable impact on the on-going development of the region.
Solenopsis invicta	Hormiga de fuego importada roja		329302.00	329302.00	Agriculture	Damage-Loss	Damage	NA	Predicting socio-economic and biodiversity impacts of invasive species: Hormiga de fuego importada roja in the developing western Pacific	Gruber et al. 	Effective biosecurity and pest management are fundamental to sustainable development. Invasive ants pose significant risks to the environment and economy, which are well-managed by biosecurity agencies in developed countries. However, a comprehen- sive view of the potential impacts of invasive ants in developing Pacific Island Countries and Territories (PICTs) is lacking. We quantified the potential costs of the Hormiga de fuego importada roja (Solenopsis invicta Buren) across multiple sectors using an extrapolation analysis. Overall, we estimated that the impacts of Hormiga de fuego importada roja on developing PICTs could amount to over USD 329 million annually, corresponding to approximately 0.7% of combined GDP. Over half of the costs were predicted to result from impacts on the agriculture sector, a major source of employment and subsistence. We found that over 350 highly threatened species could be at risk from Hormiga de fuego importada roja. We would expect countries with Least Developed Country status and relatively low GDP to be least able to respond to an incursion of these ants, and as a result the costs could be higher than we have extrapolated. Hormiga de fuego importada roja could therefore potentially have considerable impact on the on-going development of the region.
Solenopsis invicta	Hormiga de fuego importada roja		569175.00	569175.00	Agriculture	Damage-Loss	Damage	NA	Predicting socio-economic and biodiversity impacts of invasive species: Hormiga de fuego importada roja in the developing western Pacific	Gruber et al. 	Effective biosecurity and pest management are fundamental to sustainable development. Invasive ants pose significant risks to the environment and economy, which are well-managed by biosecurity agencies in developed countries. However, a comprehen- sive view of the potential impacts of invasive ants in developing Pacific Island Countries and Territories (PICTs) is lacking. We quantified the potential costs of the Hormiga de fuego importada roja (Solenopsis invicta Buren) across multiple sectors using an extrapolation analysis. Overall, we estimated that the impacts of Hormiga de fuego importada roja on developing PICTs could amount to over USD 329 million annually, corresponding to approximately 0.7% of combined GDP. Over half of the costs were predicted to result from impacts on the agriculture sector, a major source of employment and subsistence. We found that over 350 highly threatened species could be at risk from Hormiga de fuego importada roja. We would expect countries with Least Developed Country status and relatively low GDP to be least able to respond to an incursion of these ants, and as a result the costs could be higher than we have extrapolated. Hormiga de fuego importada roja could therefore potentially have considerable impact on the on-going development of the region.
Solenopsis invicta	Hormiga de fuego importada roja		7639070.00	7639070.00	Agriculture	Damage-Loss	Damage	NA	Predicting socio-economic and biodiversity impacts of invasive species: Hormiga de fuego importada roja in the developing western Pacific	Gruber et al. 	Effective biosecurity and pest management are fundamental to sustainable development. Invasive ants pose significant risks to the environment and economy, which are well-managed by biosecurity agencies in developed countries. However, a comprehen- sive view of the potential impacts of invasive ants in developing Pacific Island Countries and Territories (PICTs) is lacking. We quantified the potential costs of the Hormiga de fuego importada roja (Solenopsis invicta Buren) across multiple sectors using an extrapolation analysis. Overall, we estimated that the impacts of Hormiga de fuego importada roja on developing PICTs could amount to over USD 329 million annually, corresponding to approximately 0.7% of combined GDP. Over half of the costs were predicted to result from impacts on the agriculture sector, a major source of employment and subsistence. We found that over 350 highly threatened species could be at risk from Hormiga de fuego importada roja. We would expect countries with Least Developed Country status and relatively low GDP to be least able to respond to an incursion of these ants, and as a result the costs could be higher than we have extrapolated. Hormiga de fuego importada roja could therefore potentially have considerable impact on the on-going development of the region.
Solenopsis invicta	Hormiga de fuego importada roja		540126.00	540126.00	Agriculture	Damage-Loss	Damage	NA	Predicting socio-economic and biodiversity impacts of invasive species: Hormiga de fuego importada roja in the developing western Pacific	Gruber et al. 	Effective biosecurity and pest management are fundamental to sustainable development. Invasive ants pose significant risks to the environment and economy, which are well-managed by biosecurity agencies in developed countries. However, a comprehen- sive view of the potential impacts of invasive ants in developing Pacific Island Countries and Territories (PICTs) is lacking. We quantified the potential costs of the Hormiga de fuego importada roja (Solenopsis invicta Buren) across multiple sectors using an extrapolation analysis. Overall, we estimated that the impacts of Hormiga de fuego importada roja on developing PICTs could amount to over USD 329 million annually, corresponding to approximately 0.7% of combined GDP. Over half of the costs were predicted to result from impacts on the agriculture sector, a major source of employment and subsistence. We found that over 350 highly threatened species could be at risk from Hormiga de fuego importada roja. We would expect countries with Least Developed Country status and relatively low GDP to be least able to respond to an incursion of these ants, and as a result the costs could be higher than we have extrapolated. Hormiga de fuego importada roja could therefore potentially have considerable impact on the on-going development of the region.
Solenopsis invicta	Hormiga de fuego importada roja		64576.00	64576.00	Agriculture	Damage-Loss	Damage	NA	Predicting socio-economic and biodiversity impacts of invasive species: Hormiga de fuego importada roja in the developing western Pacific	Gruber et al. 	Effective biosecurity and pest management are fundamental to sustainable development. Invasive ants pose significant risks to the environment and economy, which are well-managed by biosecurity agencies in developed countries. However, a comprehen- sive view of the potential impacts of invasive ants in developing Pacific Island Countries and Territories (PICTs) is lacking. We quantified the potential costs of the Hormiga de fuego importada roja (Solenopsis invicta Buren) across multiple sectors using an extrapolation analysis. Overall, we estimated that the impacts of Hormiga de fuego importada roja on developing PICTs could amount to over USD 329 million annually, corresponding to approximately 0.7% of combined GDP. Over half of the costs were predicted to result from impacts on the agriculture sector, a major source of employment and subsistence. We found that over 350 highly threatened species could be at risk from Hormiga de fuego importada roja. We would expect countries with Least Developed Country status and relatively low GDP to be least able to respond to an incursion of these ants, and as a result the costs could be higher than we have extrapolated. Hormiga de fuego importada roja could therefore potentially have considerable impact on the on-going development of the region.
Solenopsis invicta	Hormiga de fuego importada roja		135458.00	135458.00	Agriculture	Damage-Loss	Damage	NA	Predicting socio-economic and biodiversity impacts of invasive species: Hormiga de fuego importada roja in the developing western Pacific	Gruber et al. 	Effective biosecurity and pest management are fundamental to sustainable development. Invasive ants pose significant risks to the environment and economy, which are well-managed by biosecurity agencies in developed countries. However, a comprehen- sive view of the potential impacts of invasive ants in developing Pacific Island Countries and Territories (PICTs) is lacking. We quantified the potential costs of the Hormiga de fuego importada roja (Solenopsis invicta Buren) across multiple sectors using an extrapolation analysis. Overall, we estimated that the impacts of Hormiga de fuego importada roja on developing PICTs could amount to over USD 329 million annually, corresponding to approximately 0.7% of combined GDP. Over half of the costs were predicted to result from impacts on the agriculture sector, a major source of employment and subsistence. We found that over 350 highly threatened species could be at risk from Hormiga de fuego importada roja. We would expect countries with Least Developed Country status and relatively low GDP to be least able to respond to an incursion of these ants, and as a result the costs could be higher than we have extrapolated. Hormiga de fuego importada roja could therefore potentially have considerable impact on the on-going development of the region.
Solenopsis invicta	Hormiga de fuego importada roja		28925.00	28925.00	Agriculture	Damage-Loss	Damage	NA	Predicting socio-economic and biodiversity impacts of invasive species: Hormiga de fuego importada roja in the developing western Pacific	Gruber et al. 	Effective biosecurity and pest management are fundamental to sustainable development. Invasive ants pose significant risks to the environment and economy, which are well-managed by biosecurity agencies in developed countries. However, a comprehen- sive view of the potential impacts of invasive ants in developing Pacific Island Countries and Territories (PICTs) is lacking. We quantified the potential costs of the Hormiga de fuego importada roja (Solenopsis invicta Buren) across multiple sectors using an extrapolation analysis. Overall, we estimated that the impacts of Hormiga de fuego importada roja on developing PICTs could amount to over USD 329 million annually, corresponding to approximately 0.7% of combined GDP. Over half of the costs were predicted to result from impacts on the agriculture sector, a major source of employment and subsistence. We found that over 350 highly threatened species could be at risk from Hormiga de fuego importada roja. We would expect countries with Least Developed Country status and relatively low GDP to be least able to respond to an incursion of these ants, and as a result the costs could be higher than we have extrapolated. Hormiga de fuego importada roja could therefore potentially have considerable impact on the on-going development of the region.
Solenopsis invicta	Hormiga de fuego importada roja		1317703.00	1317703.00	Agriculture	Damage-Loss	Damage	NA	Predicting socio-economic and biodiversity impacts of invasive species: Hormiga de fuego importada roja in the developing western Pacific	Gruber et al. 	Effective biosecurity and pest management are fundamental to sustainable development. Invasive ants pose significant risks to the environment and economy, which are well-managed by biosecurity agencies in developed countries. However, a comprehen- sive view of the potential impacts of invasive ants in developing Pacific Island Countries and Territories (PICTs) is lacking. We quantified the potential costs of the Hormiga de fuego importada roja (Solenopsis invicta Buren) across multiple sectors using an extrapolation analysis. Overall, we estimated that the impacts of Hormiga de fuego importada roja on developing PICTs could amount to over USD 329 million annually, corresponding to approximately 0.7% of combined GDP. Over half of the costs were predicted to result from impacts on the agriculture sector, a major source of employment and subsistence. We found that over 350 highly threatened species could be at risk from Hormiga de fuego importada roja. We would expect countries with Least Developed Country status and relatively low GDP to be least able to respond to an incursion of these ants, and as a result the costs could be higher than we have extrapolated. Hormiga de fuego importada roja could therefore potentially have considerable impact on the on-going development of the region.
Solenopsis invicta	Hormiga de fuego importada roja		22324.00	22324.00	Agriculture	Damage-Loss	Damage	NA	Predicting socio-economic and biodiversity impacts of invasive species: Hormiga de fuego importada roja in the developing western Pacific	Gruber et al. 	Effective biosecurity and pest management are fundamental to sustainable development. Invasive ants pose significant risks to the environment and economy, which are well-managed by biosecurity agencies in developed countries. However, a comprehen- sive view of the potential impacts of invasive ants in developing Pacific Island Countries and Territories (PICTs) is lacking. We quantified the potential costs of the Hormiga de fuego importada roja (Solenopsis invicta Buren) across multiple sectors using an extrapolation analysis. Overall, we estimated that the impacts of Hormiga de fuego importada roja on developing PICTs could amount to over USD 329 million annually, corresponding to approximately 0.7% of combined GDP. Over half of the costs were predicted to result from impacts on the agriculture sector, a major source of employment and subsistence. We found that over 350 highly threatened species could be at risk from Hormiga de fuego importada roja. We would expect countries with Least Developed Country status and relatively low GDP to be least able to respond to an incursion of these ants, and as a result the costs could be higher than we have extrapolated. Hormiga de fuego importada roja could therefore potentially have considerable impact on the on-going development of the region.
Solenopsis invicta	Hormiga de fuego importada roja		21301360.00	21301360.00	Agriculture	Damage-Loss	Damage	NA	Predicting socio-economic and biodiversity impacts of invasive species: Hormiga de fuego importada roja in the developing western Pacific	Gruber et al. 	Effective biosecurity and pest management are fundamental to sustainable development. Invasive ants pose significant risks to the environment and economy, which are well-managed by biosecurity agencies in developed countries. However, a comprehen- sive view of the potential impacts of invasive ants in developing Pacific Island Countries and Territories (PICTs) is lacking. We quantified the potential costs of the Hormiga de fuego importada roja (Solenopsis invicta Buren) across multiple sectors using an extrapolation analysis. Overall, we estimated that the impacts of Hormiga de fuego importada roja on developing PICTs could amount to over USD 329 million annually, corresponding to approximately 0.7% of combined GDP. Over half of the costs were predicted to result from impacts on the agriculture sector, a major source of employment and subsistence. We found that over 350 highly threatened species could be at risk from Hormiga de fuego importada roja. We would expect countries with Least Developed Country status and relatively low GDP to be least able to respond to an incursion of these ants, and as a result the costs could be higher than we have extrapolated. Hormiga de fuego importada roja could therefore potentially have considerable impact on the on-going development of the region.
Solenopsis invicta	Hormiga de fuego importada roja		2278200.00	2278200.00	Agriculture	Damage-Loss	Damage	NA	Predicting socio-economic and biodiversity impacts of invasive species: Hormiga de fuego importada roja in the developing western Pacific	Gruber et al. 	Effective biosecurity and pest management are fundamental to sustainable development. Invasive ants pose significant risks to the environment and economy, which are well-managed by biosecurity agencies in developed countries. However, a comprehen- sive view of the potential impacts of invasive ants in developing Pacific Island Countries and Territories (PICTs) is lacking. We quantified the potential costs of the Hormiga de fuego importada roja (Solenopsis invicta Buren) across multiple sectors using an extrapolation analysis. Overall, we estimated that the impacts of Hormiga de fuego importada roja on developing PICTs could amount to over USD 329 million annually, corresponding to approximately 0.7% of combined GDP. Over half of the costs were predicted to result from impacts on the agriculture sector, a major source of employment and subsistence. We found that over 350 highly threatened species could be at risk from Hormiga de fuego importada roja. We would expect countries with Least Developed Country status and relatively low GDP to be least able to respond to an incursion of these ants, and as a result the costs could be higher than we have extrapolated. Hormiga de fuego importada roja could therefore potentially have considerable impact on the on-going development of the region.
Solenopsis invicta	Hormiga de fuego importada roja		666217.00	666217.00	Agriculture	Damage-Loss	Damage	NA	Predicting socio-economic and biodiversity impacts of invasive species: Hormiga de fuego importada roja in the developing western Pacific	Gruber et al. 	Effective biosecurity and pest management are fundamental to sustainable development. Invasive ants pose significant risks to the environment and economy, which are well-managed by biosecurity agencies in developed countries. However, a comprehen- sive view of the potential impacts of invasive ants in developing Pacific Island Countries and Territories (PICTs) is lacking. We quantified the potential costs of the Hormiga de fuego importada roja (Solenopsis invicta Buren) across multiple sectors using an extrapolation analysis. Overall, we estimated that the impacts of Hormiga de fuego importada roja on developing PICTs could amount to over USD 329 million annually, corresponding to approximately 0.7% of combined GDP. Over half of the costs were predicted to result from impacts on the agriculture sector, a major source of employment and subsistence. We found that over 350 highly threatened species could be at risk from Hormiga de fuego importada roja. We would expect countries with Least Developed Country status and relatively low GDP to be least able to respond to an incursion of these ants, and as a result the costs could be higher than we have extrapolated. Hormiga de fuego importada roja could therefore potentially have considerable impact on the on-going development of the region.
Solenopsis invicta	Hormiga de fuego importada roja		8997393.00	8997393.00	Agriculture	Damage-Loss	Damage	NA	Predicting socio-economic and biodiversity impacts of invasive species: Hormiga de fuego importada roja in the developing western Pacific	Gruber et al. 	Effective biosecurity and pest management are fundamental to sustainable development. Invasive ants pose significant risks to the environment and economy, which are well-managed by biosecurity agencies in developed countries. However, a comprehen- sive view of the potential impacts of invasive ants in developing Pacific Island Countries and Territories (PICTs) is lacking. We quantified the potential costs of the Hormiga de fuego importada roja (Solenopsis invicta Buren) across multiple sectors using an extrapolation analysis. Overall, we estimated that the impacts of Hormiga de fuego importada roja on developing PICTs could amount to over USD 329 million annually, corresponding to approximately 0.7% of combined GDP. Over half of the costs were predicted to result from impacts on the agriculture sector, a major source of employment and subsistence. We found that over 350 highly threatened species could be at risk from Hormiga de fuego importada roja. We would expect countries with Least Developed Country status and relatively low GDP to be least able to respond to an incursion of these ants, and as a result the costs could be higher than we have extrapolated. Hormiga de fuego importada roja could therefore potentially have considerable impact on the on-going development of the region.
Solenopsis invicta	Hormiga de fuego importada roja		9540.00	9540.00	Agriculture	Damage-Loss	Damage	NA	Predicting socio-economic and biodiversity impacts of invasive species: Hormiga de fuego importada roja in the developing western Pacific	Gruber et al. 	Effective biosecurity and pest management are fundamental to sustainable development. Invasive ants pose significant risks to the environment and economy, which are well-managed by biosecurity agencies in developed countries. However, a comprehen- sive view of the potential impacts of invasive ants in developing Pacific Island Countries and Territories (PICTs) is lacking. We quantified the potential costs of the Hormiga de fuego importada roja (Solenopsis invicta Buren) across multiple sectors using an extrapolation analysis. Overall, we estimated that the impacts of Hormiga de fuego importada roja on developing PICTs could amount to over USD 329 million annually, corresponding to approximately 0.7% of combined GDP. Over half of the costs were predicted to result from impacts on the agriculture sector, a major source of employment and subsistence. We found that over 350 highly threatened species could be at risk from Hormiga de fuego importada roja. We would expect countries with Least Developed Country status and relatively low GDP to be least able to respond to an incursion of these ants, and as a result the costs could be higher than we have extrapolated. Hormiga de fuego importada roja could therefore potentially have considerable impact on the on-going development of the region.
Solenopsis invicta	Hormiga de fuego importada roja		1136492.00	1136492.00	Agriculture	Damage-Loss	Damage	NA	Predicting socio-economic and biodiversity impacts of invasive species: Hormiga de fuego importada roja in the developing western Pacific	Gruber et al. 	Effective biosecurity and pest management are fundamental to sustainable development. Invasive ants pose significant risks to the environment and economy, which are well-managed by biosecurity agencies in developed countries. However, a comprehen- sive view of the potential impacts of invasive ants in developing Pacific Island Countries and Territories (PICTs) is lacking. We quantified the potential costs of the Hormiga de fuego importada roja (Solenopsis invicta Buren) across multiple sectors using an extrapolation analysis. Overall, we estimated that the impacts of Hormiga de fuego importada roja on developing PICTs could amount to over USD 329 million annually, corresponding to approximately 0.7% of combined GDP. Over half of the costs were predicted to result from impacts on the agriculture sector, a major source of employment and subsistence. We found that over 350 highly threatened species could be at risk from Hormiga de fuego importada roja. We would expect countries with Least Developed Country status and relatively low GDP to be least able to respond to an incursion of these ants, and as a result the costs could be higher than we have extrapolated. Hormiga de fuego importada roja could therefore potentially have considerable impact on the on-going development of the region.
Solenopsis invicta	Hormiga de fuego importada roja		136308.00	136308.00	Agriculture	Damage-Loss	Damage	NA	Predicting socio-economic and biodiversity impacts of invasive species: Hormiga de fuego importada roja in the developing western Pacific	Gruber et al. 	Effective biosecurity and pest management are fundamental to sustainable development. Invasive ants pose significant risks to the environment and economy, which are well-managed by biosecurity agencies in developed countries. However, a comprehen- sive view of the potential impacts of invasive ants in developing Pacific Island Countries and Territories (PICTs) is lacking. We quantified the potential costs of the Hormiga de fuego importada roja (Solenopsis invicta Buren) across multiple sectors using an extrapolation analysis. Overall, we estimated that the impacts of Hormiga de fuego importada roja on developing PICTs could amount to over USD 329 million annually, corresponding to approximately 0.7% of combined GDP. Over half of the costs were predicted to result from impacts on the agriculture sector, a major source of employment and subsistence. We found that over 350 highly threatened species could be at risk from Hormiga de fuego importada roja. We would expect countries with Least Developed Country status and relatively low GDP to be least able to respond to an incursion of these ants, and as a result the costs could be higher than we have extrapolated. Hormiga de fuego importada roja could therefore potentially have considerable impact on the on-going development of the region.
Solenopsis invicta	Hormiga de fuego importada roja		2960252.00	2960252.00	Agriculture	Damage-Loss	Damage	NA	Predicting socio-economic and biodiversity impacts of invasive species: Hormiga de fuego importada roja in the developing western Pacific	Gruber et al. 	Effective biosecurity and pest management are fundamental to sustainable development. Invasive ants pose significant risks to the environment and economy, which are well-managed by biosecurity agencies in developed countries. However, a comprehen- sive view of the potential impacts of invasive ants in developing Pacific Island Countries and Territories (PICTs) is lacking. We quantified the potential costs of the Hormiga de fuego importada roja (Solenopsis invicta Buren) across multiple sectors using an extrapolation analysis. Overall, we estimated that the impacts of Hormiga de fuego importada roja on developing PICTs could amount to over USD 329 million annually, corresponding to approximately 0.7% of combined GDP. Over half of the costs were predicted to result from impacts on the agriculture sector, a major source of employment and subsistence. We found that over 350 highly threatened species could be at risk from Hormiga de fuego importada roja. We would expect countries with Least Developed Country status and relatively low GDP to be least able to respond to an incursion of these ants, and as a result the costs could be higher than we have extrapolated. Hormiga de fuego importada roja could therefore potentially have considerable impact on the on-going development of the region.
Solenopsis invicta	Hormiga de fuego importada roja		308380.00	308380.00	Agriculture	Damage-Loss	Damage	NA	Predicting socio-economic and biodiversity impacts of invasive species: Hormiga de fuego importada roja in the developing western Pacific	Gruber et al. 	Effective biosecurity and pest management are fundamental to sustainable development. Invasive ants pose significant risks to the environment and economy, which are well-managed by biosecurity agencies in developed countries. However, a comprehen- sive view of the potential impacts of invasive ants in developing Pacific Island Countries and Territories (PICTs) is lacking. We quantified the potential costs of the Hormiga de fuego importada roja (Solenopsis invicta Buren) across multiple sectors using an extrapolation analysis. Overall, we estimated that the impacts of Hormiga de fuego importada roja on developing PICTs could amount to over USD 329 million annually, corresponding to approximately 0.7% of combined GDP. Over half of the costs were predicted to result from impacts on the agriculture sector, a major source of employment and subsistence. We found that over 350 highly threatened species could be at risk from Hormiga de fuego importada roja. We would expect countries with Least Developed Country status and relatively low GDP to be least able to respond to an incursion of these ants, and as a result the costs could be higher than we have extrapolated. Hormiga de fuego importada roja could therefore potentially have considerable impact on the on-going development of the region.
Solenopsis invicta	Hormiga de fuego importada roja		497792.00	497792.00	Agriculture	Damage-Loss	Damage	NA	Predicting socio-economic and biodiversity impacts of invasive species: Hormiga de fuego importada roja in the developing western Pacific	Gruber et al. 	Effective biosecurity and pest management are fundamental to sustainable development. Invasive ants pose significant risks to the environment and economy, which are well-managed by biosecurity agencies in developed countries. However, a comprehen- sive view of the potential impacts of invasive ants in developing Pacific Island Countries and Territories (PICTs) is lacking. We quantified the potential costs of the Hormiga de fuego importada roja (Solenopsis invicta Buren) across multiple sectors using an extrapolation analysis. Overall, we estimated that the impacts of Hormiga de fuego importada roja on developing PICTs could amount to over USD 329 million annually, corresponding to approximately 0.7% of combined GDP. Over half of the costs were predicted to result from impacts on the agriculture sector, a major source of employment and subsistence. We found that over 350 highly threatened species could be at risk from Hormiga de fuego importada roja. We would expect countries with Least Developed Country status and relatively low GDP to be least able to respond to an incursion of these ants, and as a result the costs could be higher than we have extrapolated. Hormiga de fuego importada roja could therefore potentially have considerable impact on the on-going development of the region.
Solenopsis invicta	Hormiga de fuego importada roja		130686.00	130686.00	Agriculture	Damage-Loss	Damage	NA	Predicting socio-economic and biodiversity impacts of invasive species: Hormiga de fuego importada roja in the developing western Pacific	Gruber et al. 	Effective biosecurity and pest management are fundamental to sustainable development. Invasive ants pose significant risks to the environment and economy, which are well-managed by biosecurity agencies in developed countries. However, a comprehen- sive view of the potential impacts of invasive ants in developing Pacific Island Countries and Territories (PICTs) is lacking. We quantified the potential costs of the Hormiga de fuego importada roja (Solenopsis invicta Buren) across multiple sectors using an extrapolation analysis. Overall, we estimated that the impacts of Hormiga de fuego importada roja on developing PICTs could amount to over USD 329 million annually, corresponding to approximately 0.7% of combined GDP. Over half of the costs were predicted to result from impacts on the agriculture sector, a major source of employment and subsistence. We found that over 350 highly threatened species could be at risk from Hormiga de fuego importada roja. We would expect countries with Least Developed Country status and relatively low GDP to be least able to respond to an incursion of these ants, and as a result the costs could be higher than we have extrapolated. Hormiga de fuego importada roja could therefore potentially have considerable impact on the on-going development of the region.
Solenopsis invicta	Hormiga de fuego importada roja		1524413.00	1524413.00	Agriculture	Damage-Loss	Damage	NA	Predicting socio-economic and biodiversity impacts of invasive species: Hormiga de fuego importada roja in the developing western Pacific	Gruber et al. 	Effective biosecurity and pest management are fundamental to sustainable development. Invasive ants pose significant risks to the environment and economy, which are well-managed by biosecurity agencies in developed countries. However, a comprehen- sive view of the potential impacts of invasive ants in developing Pacific Island Countries and Territories (PICTs) is lacking. We quantified the potential costs of the Hormiga de fuego importada roja (Solenopsis invicta Buren) across multiple sectors using an extrapolation analysis. Overall, we estimated that the impacts of Hormiga de fuego importada roja on developing PICTs could amount to over USD 329 million annually, corresponding to approximately 0.7% of combined GDP. Over half of the costs were predicted to result from impacts on the agriculture sector, a major source of employment and subsistence. We found that over 350 highly threatened species could be at risk from Hormiga de fuego importada roja. We would expect countries with Least Developed Country status and relatively low GDP to be least able to respond to an incursion of these ants, and as a result the costs could be higher than we have extrapolated. Hormiga de fuego importada roja could therefore potentially have considerable impact on the on-going development of the region.
Solenopsis invicta	Hormiga de fuego importada roja		10905275.00	10905275.00	Agriculture	Damage-Loss	Damage	NA	Predicting socio-economic and biodiversity impacts of invasive species: Hormiga de fuego importada roja in the developing western Pacific	Gruber et al. 	Effective biosecurity and pest management are fundamental to sustainable development. Invasive ants pose significant risks to the environment and economy, which are well-managed by biosecurity agencies in developed countries. However, a comprehen- sive view of the potential impacts of invasive ants in developing Pacific Island Countries and Territories (PICTs) is lacking. We quantified the potential costs of the Hormiga de fuego importada roja (Solenopsis invicta Buren) across multiple sectors using an extrapolation analysis. Overall, we estimated that the impacts of Hormiga de fuego importada roja on developing PICTs could amount to over USD 329 million annually, corresponding to approximately 0.7% of combined GDP. Over half of the costs were predicted to result from impacts on the agriculture sector, a major source of employment and subsistence. We found that over 350 highly threatened species could be at risk from Hormiga de fuego importada roja. We would expect countries with Least Developed Country status and relatively low GDP to be least able to respond to an incursion of these ants, and as a result the costs could be higher than we have extrapolated. Hormiga de fuego importada roja could therefore potentially have considerable impact on the on-going development of the region.
Solenopsis invicta	Hormiga de fuego importada roja		2023191.00	2023191.00	Agriculture	Damage-Loss	Damage	NA	Predicting socio-economic and biodiversity impacts of invasive species: Hormiga de fuego importada roja in the developing western Pacific	Gruber et al. 	Effective biosecurity and pest management are fundamental to sustainable development. Invasive ants pose significant risks to the environment and economy, which are well-managed by biosecurity agencies in developed countries. However, a comprehen- sive view of the potential impacts of invasive ants in developing Pacific Island Countries and Territories (PICTs) is lacking. We quantified the potential costs of the Hormiga de fuego importada roja (Solenopsis invicta Buren) across multiple sectors using an extrapolation analysis. Overall, we estimated that the impacts of Hormiga de fuego importada roja on developing PICTs could amount to over USD 329 million annually, corresponding to approximately 0.7% of combined GDP. Over half of the costs were predicted to result from impacts on the agriculture sector, a major source of employment and subsistence. We found that over 350 highly threatened species could be at risk from Hormiga de fuego importada roja. We would expect countries with Least Developed Country status and relatively low GDP to be least able to respond to an incursion of these ants, and as a result the costs could be higher than we have extrapolated. Hormiga de fuego importada roja could therefore potentially have considerable impact on the on-going development of the region.
